,URL,Blocking Quotient
590,archclub.go.to,Inaccessible in every test
591,archi1.ee.ntu.edu.tw,Sometimes inaccessible
592,www.archist.com,Almost always inaccessible
593,archit.org.tw,Sometimes inaccessible
594,archiv.scena.cz,Sometimes inaccessible
595,archive.nandotimes.com,Inaccessible more often than not
596,archives.cnd.org,Almost always inaccessible
597,www.archives.gov.tw,Inaccessible more often than not
598,www.archriti.com,Almost always inaccessible
599,arcims.gcc.ntu.edu.tw,Often inaccessible
600,arctic.150m.com,Inaccessible in every test
601,www.are.uscourts.gov,Almost always inaccessible
602,areah2.tripod.com,Inaccessible in every test
603,www.area-taiwan.com.tw,Sometimes inaccessible
604,www.areb.uscourts.gov,Almost always inaccessible
605,www.arelationshipplaceformarriageandfamilycounseling.com,Almost always inaccessible
606,aress.tripod.com,Almost always inaccessible
607,www.arewin.com,Almost always inaccessible
608,arfei.csol.net,Sometimes inaccessible
609,arieskwok.net,Sometimes inaccessible
610,www.aristocrat.com.tw,Sometimes inaccessible
611,www.arizona.edu,Almost always inaccessible
612,arjiagegeen.freeyellow.com,Inaccessible in every test
613,arjlover.net,Sometimes inaccessible
614,ar-kiu.issweet.net,Inaccessible significantly more often than not
615,www.arktimes.com,Almost always inaccessible
616,www.arkzin.com,Almost always inaccessible
617,www.armfor.uscourts.gov,Almost always inaccessible
618,www.armorlight.com,Almost always inaccessible
619,www.armour-tires.com,Inaccessible significantly more often than not
620,www.army.mil,Inaccessible significantly more often than not
621,www.armyol.com,Almost always inaccessible
622,www.aromo.com,Sometimes inaccessible
623,www.arpanet.ch,Often inaccessible
624,arpo.uhome.net,Inaccessible in every test
625,www.arrowsys.com.tw,Often inaccessible
626,www.art.org.hk,Sometimes inaccessible
627,www.art-and-archaeology.com,Almost always inaccessible
628,www.artbody.com.tw,Often inaccessible
629,www.art-breeze.com,Almost always inaccessible
630,www.artcyprus.org,Almost always inaccessible
631,www.artedu.tk,Inaccessible significantly more often than not
632,www.artfuture.org,Almost always inaccessible
633,artgallery.bounce.to,Inaccessible in every test
634,www.artima-router.com.tw,Almost always inaccessible
635,www.artinhongkong.net,Almost always inaccessible
636,artisrael.co.il,Sometimes inaccessible
637,www.artisticliving.com,Almost always inaccessible
638,artlight.com.tw,Inaccessible more often than not
639,www.artoffact.com,Sometimes inaccessible
640,www.artrecords.com,Almost always inaccessible
641,www.artspaint.f4w.net,Inaccessible significantly more often than not
642,www.artspaint.homestead.com,Sometimes inaccessible
643,www.arts-plaza.com,Almost always inaccessible
644,www.artsunited.8m.com,Almost always inaccessible
645,www.artz.com.tw,Often inaccessible
646,www.artzites.com,Almost always inaccessible
647,arvin.101main.net,Inaccessible more often than not
648,www.arwb.uscourts.gov,Almost always inaccessible
649,www.arwd.uscourts.gov,Almost always inaccessible
650,www.asaints.org,Almost always inaccessible
651,www.asali.com,Almost always inaccessible
652,asalizaki.freeservers.com,Inaccessible in every test
653,www.asan.idv.tw,Sometimes inaccessible
654,asayama.in2000.com,Almost always inaccessible
655,www.asbaige.com,Often inaccessible
656,www.ascension.50megs.com,Almost always inaccessible
657,www.ascensionchurch.org,Sometimes inaccessible
658,ascltisyp.uhome.net,Inaccessible in every test
659,asdaf.myetang.com,Sometimes inaccessible
660,www.asdf.com.tw,Sometimes inaccessible
661,asdlkr3asdfasd.cc,Inaccessible in every test
662,www.asfc.ac.uk,Sometimes inaccessible
663,www.ashcoteau.org,Sometimes inaccessible
664,a-shin.netfirms.com,Inaccessible in every test
665,www.ashkenaz.org,Almost always inaccessible
666,www.ashlandchristianfellowship.faithweb.com,Almost always inaccessible
667,asia.geocities.com,Inaccessible in every test
668,asia.lib.umich.edu,Sometimes inaccessible
669,asia.news.yahoo.com,Inaccessible in every test
670,asia1040.com,Often inaccessible
671,www.asiabooksco.com,Almost always inaccessible
672,www.asiabowling.com.tw,Inaccessible significantly more often than not
673,www.asiacd.com.tw,Sometimes inaccessible
674,www.asiademo.org,Almost always inaccessible
675,www.asiafon.bizland.com,Almost always inaccessible
676,www.asiagamezone.com,Inaccessible significantly more often than not
677,www.asiagoods.com,Sometimes inaccessible
678,www.asiainterior.org,Almost always inaccessible
679,www.asia-kidney.com,Inaccessible significantly more often than not
680,www.asiakinetic.com,Inaccessible more often than not
681,www.asia-machine.com.tw,Sometimes inaccessible
682,www.asianfastener.com,Often inaccessible
683,www.asianfood.20m.com,Almost always inaccessible
684,asianismaili.virtualave.net,Inaccessible in every test
685,www.asianjoke.com,Sometimes inaccessible
686,www.AsianLinkage.com,Inaccessible significantly more often than not
687,www.asianmax.com,Inaccessible significantly more often than not
688,www.asianpussy.com,Almost always inaccessible
689,asianweb.com.tw,Sometimes inaccessible
690,asian-yellowpages.virtualave.net,Almost always inaccessible
691,www.asia-sanchie.co-ltd.com,Almost always inaccessible
692,asiaswimming.virtualave.net,Inaccessible in every test
693,asiaweb.com.tw,Sometimes inaccessible
694,www.asiaweek.com,Inaccessible significantly more often than not
695,asiclab.ee.ntou.edu.tw,Sometimes inaccessible
696,www.asix.com.tw,Sometimes inaccessible
697,www.ask100.com,Sometimes inaccessible
698,www.askachef.com,Inaccessible more often than not
699,askadick.com,Sometimes inaccessible
700,www.askarabbi.com,Inaccessible more often than not
701,www.ask-imam.com,Almost always inaccessible
702,asmaa-al-husna.port5.com,Inaccessible in every test
703,asms.k12.ar.us.,Sometimes inaccessible
704,www.asne.org,Sometimes inaccessible
705,asoin.d4f.net,Inaccessible in every test
706,asos4.tripod.com,Inaccessible in every test
707,asp.wfc.edu.tw,Sometimes inaccessible
708,www.aspdream.net,Almost always inaccessible
709,www.asphodel.com,Almost always inaccessible
710,www.aspiritjourney.com,Almost always inaccessible
711,www.aspit.net,Almost always inaccessible
712,www.aspop.com,Sometimes inaccessible
713,aspweb.yuntech.edu.tw,Sometimes inaccessible
714,www.asroma.fans-club.com,Almost always inaccessible
715,www.assembly.gov.nt.ca,Sometimes inaccessible
716,www.asshole.org,Sometimes inaccessible
717,www.assimsoft.com,Almost always inaccessible
718,www.assistantship.com,Inaccessible significantly more often than not
719,www.associatedhebrewschools.com,Sometimes inaccessible
720,asthma123.cjb.net,Almost always inaccessible
721,www.asti.dost.gov.ph,Sometimes inaccessible
722,www.astral-on-line.com,Sometimes inaccessible
723,www.astro.cf.ac.uk,Sometimes inaccessible
724,www.astro.f4w.net,Inaccessible significantly more often than not
725,astro.idv.st,Sometimes inaccessible
726,www.astroatlas.com,Almost always inaccessible
727,astrobychari.tripod.com,Inaccessible in every test
728,www.astroconsulting.com,Almost always inaccessible
729,www.astrocorp.com.tw,Inaccessible more often than not
730,www.astroguru.net,Often inaccessible
731,www.astroinsight.com,Almost always inaccessible
732,astrolearn.geos.ntnu.edu.tw,Sometimes inaccessible
733,astrology.keen.com,Sometimes inaccessible
734,astrology.mantraonline.com,Sometimes inaccessible
735,www.astrology-horoscopes.com,Almost always inaccessible
736,www.astrology-service.com,Almost always inaccessible
737,astrologyworks.8k.com,Inaccessible in every test
738,www.astronet.faithweb.com,Inaccessible in every test
739,www.astropro.com,Almost always inaccessible
740,www.astroprofile.com,Sometimes inaccessible
741,www.astroquick.net,Almost always inaccessible
742,www.astudios.com.tw,Often inaccessible
743,aswa.wingnet.com.tw,Sometimes inaccessible
744,at17.fans-club.com,Inaccessible in every test
745,www.atc.gov.tw,Inaccessible significantly more often than not
746,www.a-ten.com,Sometimes inaccessible
747,atene.provincia.parma.it,Sometimes inaccessible
748,www.atf.org.tw,Inaccessible more often than not
749,www.atg.com.hk,Sometimes inaccessible
750,www.atheistalliance.org,Often inaccessible
751,atheistmail.com,Sometimes inaccessible
752,atheistnetwork.com,Inaccessible in every test
753,www.atheistnetwork.com,Almost always inaccessible
754,athensbaptistchurch.homestead.com,Often inaccessible
755,athlesisonline.com,Almost always inaccessible
756,athletic.go.to,Inaccessible in every test
757,www.athollibrary.org,Almost always inaccessible
758,www.atishere.com,Almost always inaccessible
759,atj.yam.org.tw,Inaccessible in every test
760,www.atlfirst.org,Almost always inaccessible
761,www.atmanet.com,Almost always inaccessible
762,atmos.pccu.edu.tw,Inaccessible more often than not
763,www.atmospherex.com,Sometimes inaccessible
764,www.atms.coc.cc,Almost always inaccessible
765,www.atnet.com.tw,Inaccessible more often than not
766,atnzine.xoasis.com,Inaccessible in every test
767,www.atozquotes.com,Sometimes inaccessible
768,www.atr64.com,Almost always inaccessible
769,www.a-tropic.com,Inaccessible in every test
770,atsm.myetang.com,Sometimes inaccessible
771,www.atsun.com.tw,Sometimes inaccessible
772,www.atsusa.com,Sometimes inaccessible
773,attack.iscool.net,Inaccessible in every test
774,www.AtTheCross.com,Almost always inaccessible
775,www.attitudesmagazine.com,Often inaccessible
776,www.atxpower.com.tw,Inaccessible more often than not
777,www.auau.org,Sometimes inaccessible
778,auburn.msd.uua.org,Sometimes inaccessible
779,www.auch.com.au,Sometimes inaccessible
780,www.auctiondown.com,Almost always inaccessible
781,www.audio888diy.com,Inaccessible significantly more often than not
782,www.audiobasket.com,Inaccessible more often than not
783,audioprecision.hypermart.net,Often inaccessible
784,www.audit.gov.tw,Inaccessible more often than not
785,www.auditing.org,Sometimes inaccessible
786,www.audits.com.tw,Sometimes inaccessible
787,audrey.flying.to,Inaccessible in every test
788,www.aug-tu.com.tw,Sometimes inaccessible
789,www.augusthome.com,Sometimes inaccessible
790,www.aumfidelity.com,Almost always inaccessible
791,aupo.in2000.com,Inaccessible in every test
792,www.aurora-edu.com,Inaccessible in every test
793,www.ausable.org,Sometimes inaccessible
794,www.auschwitz.dk,Sometimes inaccessible
795,www.ausdaily.net.au,Almost always inaccessible
796,www.aussie.tk,Inaccessible more often than not
797,www.aussiedenver.com,Almost always inaccessible
798,www.austinlivinggrace.org,Almost always inaccessible
799,www.australia.com,Sometimes inaccessible
800,www.australian-embassy.it,Sometimes inaccessible
801,australien.mine.nu,Often inaccessible
802,www.autism-hongkong.com,Sometimes inaccessible
803,www.autobuy.idv.tw,Sometimes inaccessible
804,www.autocad.com.tw,Sometimes inaccessible
805,www.autolab.com.tw,Sometimes inaccessible
806,www.automobile-market-cn.com,Inaccessible in every test
807,autopilot.sf.net,Inaccessible in every test
808,autopr0n.com,Sometimes inaccessible
809,www.autorevista.com,Sometimes inaccessible
810,www.autosportasia.com,Inaccessible significantly more often than not
811,av.com,Inaccessible significantly more often than not
812,www.av.com,Inaccessible significantly more often than not
813,www.av888.com,Inaccessible significantly more often than not
814,www.avas.idv.tw,Sometimes inaccessible
815,www.avatarrecords.com,Almost always inaccessible
816,www.avatarsabode.com.au,Almost always inaccessible
817,www.avbaby.com,Inaccessible significantly more often than not
818,avboys.uhome.net,Inaccessible in every test
819,www.avc.com.tw,Sometimes inaccessible
820,avc.medlib.ncku.edu.tw,Sometimes inaccessible
821,avc.npttc.edu.tw,Inaccessible more often than not
822,www.avchinaweb.com,Sometimes inaccessible
823,www.avdrecords.com,Almost always inaccessible
824,www.ave.net,Sometimes inaccessible
825,www.ave-maria.com,Almost always inaccessible
826,www.ave-resource.org,Sometimes inaccessible
827,www.aves.com.tw,Sometimes inaccessible
828,avis.co.il,Sometimes inaccessible
829,aviyonah.tripod.com,Almost always inaccessible
830,avm.idv.st,Sometimes inaccessible
831,avon.uhome.net,Inaccessible in every test
832,www.avyes.com,Almost always inaccessible
833,www.awakenersabode.org,Inaccessible in every test
834,award.fans-club.com,Inaccessible in every test
835,www.aware-ness.com,Almost always inaccessible
836,awgb2001.uhome.net,Sometimes inaccessible
837,www.awhs.org,Inaccessible more often than not
838,www.awr.org,Almost always inaccessible
839,ax.edu.qz.fj.cn,Sometimes inaccessible
840,axbz.edu.qz.fj.cn,Inaccessible more often than not
841,axsez.edu.qz.fj.cn,Inaccessible more often than not
842,www.axva.com,Sometimes inaccessible
843,www.aycarbide.com,Inaccessible in every test
844,ayuu.uhome.net,Inaccessible more often than not
845,www.ayyappan-ldc.com,Inaccessible more often than not
846,www.azb.uscourts.gov,Almost always inaccessible
847,www.azcentral.com,Sometimes inaccessible
848,www.azd.uscourts.gov,Almost always inaccessible
849,www.azlenews.com,Almost always inaccessible
850,www.azml.com,Sometimes inaccessible
851,www.azstarnet.com,Sometimes inaccessible
852,www.azury.com,Almost always inaccessible
853,www.azzam.com,Almost always inaccessible
854,b2588.arecool.net,Inaccessible in every test
855,b2dreamhouse.uhome.net,Inaccessible in every test
856,b2fantasy.wwwsky.cc,Inaccessible in every test
857,b2zone.8m.com,Inaccessible in every test
858,www.b8w.com,Inaccessible significantly more often than not
859,ba.cycu.edu.tw,Inaccessible more often than not
860,www.bababu.com,Inaccessible more often than not
861,babel.altavista.com,Often inaccessible
862,babelfish.altavista.com,Sometimes inaccessible
863,www.babelfish.altavista.com,Sometimes inaccessible
864,babelfish.altavista.digital.com,Often inaccessible
865,www.baby123.idv.tw,Inaccessible significantly more often than not
866,baby577.gb.sky4u.com,Sometimes inaccessible
867,babylife.in2000.com,Inaccessible in every test
868,back.to,Inaccessible in every test
869,www.back.to,Almost always inaccessible
870,www.back2china.com,Inaccessible in every test
871,www.backgroundking.com,Inaccessible significantly more often than not
872,www.backpacker.f4w.net,Inaccessible significantly more often than not
873,backpain.taiwan2100.com,Almost always inaccessible
874,bacon.uhome.net,Inaccessible in every test
875,www.badcoreproject.com,Inaccessible significantly more often than not
876,www.baddaddy.com,Almost always inaccessible
877,badi.coc.cc,Inaccessible in every test
878,www.badil.org,Sometimes inaccessible
879,www.bafta.com,Almost always inaccessible
880,baga.hypermart.net,Inaccessible in every test
